requests_per_minute,failed_logins,unique_paths,post_get_ratio,suspicious_keywords,label
43,0,8,0.3531852607228384,1,0
26,1,13,0.3352326274317131,1,0
38,1,7,0.11965564212288955,1,0
28,1,9,0.48507389548423674,1,0
33,1,6,0.28653066825357454,1,0
12,2,6,0.3250703439949959,1,0
27,2,14,0.36989825463559767,0,0
36,2,4,0.3960048169135547,1,0
16,0,11,0.12462533808362829,0,0
29,2,9,0.2381327640703272,0,0
25,1,10,0.2651820121385361,1,0
21,1,6,0.15935173569684435,0,0
36,1,11,0.2511404912396905,1,0
32,2,11,0.39012055860255535,1,0
14,0,8,0.15785662015515298,0,0
32,1,8,0.3954040583681583,0,0
37,1,14,0.24088323975953016,1,0
26,1,14,0.21046985013996147,1,0
26,0,6,0.2007336668200429,0,0
22,1,9,0.46188260591393426,0,0
44,1,7,0.49421411021092865,1,0
28,1,10,0.3425913078406422,1,0
43,2,4,0.1852154517155724,0,0
49,1,12,0.4640517477003445,1,0
13,0,13,0.1860732058190369,1,0
28,1,4,0.41632568294418315,1,0
49,1,12,0.2114043696538652,1,0
26,0,11,0.4326098749170183,0,0
12,0,13,0.47250485112643814,1,0
44,0,13,0.27184809190406745,0,0
15,0,10,0.36792633117943485,0,0
31,1,11,0.2346608613433956,1,0
19,1,10,0.3586789266357008,1,0
47,0,5,0.3044069003594545,1,0
36,1,12,0.4231006282755315,1,0
15,2,9,0.3922689682701138,1,0
49,0,13,0.44176703047859645,1,0
19,2,9,0.3364203799753923,0,0
32,2,4,0.20468185379322235,0,0
40,1,3,0.4942471451667443,1,0
31,0,12,0.49355217762369963,1,0
42,0,12,0.3515129910076663,0,0
11,2,10,0.29913715246945005,1,0
42,0,13,0.43698471699193486,1,0
20,0,12,0.4935238421588225,1,0
19,0,13,0.20629960502557695,0,0
24,1,11,0.24983507454950385,1,0
26,1,14,0.14089372622409713,0,0
41,0,9,0.13756116301636945,0,0
31,0,6,0.4426404430569588,0,0
44,0,4,0.30195766140831926,0,0
15,2,11,0.22774987692535645,0,0
31,2,4,0.30061188211663353,0,0
25,1,3,0.3824703515505098,0,0
33,1,3,0.11852520260676616,0,0
11,2,6,0.45366319485531503,0,0
48,1,11,0.4451994952719104,1,0
37,0,9,0.41366572371034704,0,0
47,2,12,0.14585611793605038,0,0
21,2,7,0.23249119414747638,1,0
34,1,4,0.485985460933273,1,0
47,0,13,0.45116452134100726,0,0
38,2,12,0.4854474273089393,0,0
45,1,10,0.4042952688361471,1,0
15,2,11,0.42871855178393103,1,0
17,0,9,0.4782792679516372,1,0
42,2,4,0.4806797374656193,1,0
43,0,7,0.4416850979898269,0,0
38,0,6,0.17676754538134537,0,0
24,2,10,0.46233092963195066,1,0
47,2,14,0.44345562327182475,0,0
42,1,10,0.2173263990126898,1,0
22,2,14,0.4617035842564273,0,0
33,1,7,0.19394717280672258,0,0
25,0,8,0.298283904326491,1,0
20,1,13,0.2853860359619089,0,0
42,0,14,0.2506469900687494,0,0
36,0,7,0.3973607049646576,0,0
21,1,4,0.2812129372587737,0,0
38,1,11,0.43053308242938704,0,0
37,0,9,0.33175217828662296,1,0
30,0,10,0.4114981556438714,0,0
24,0,8,0.37096111945027377,1,0
45,1,7,0.4564156630683943,1,0
21,0,6,0.38356640706797474,1,0
22,2,14,0.32492929150120275,1,0
14,2,5,0.11574455115503444,0,0
36,2,5,0.25577972790273906,0,0
37,0,14,0.2580343410747066,1,0
34,2,6,0.3767504419834211,1,0
37,0,13,0.21129075631184,0,0
43,1,7,0.20255665123334593,1,0
15,2,8,0.25609211205500804,0,0
18,0,3,0.16385655790304915,0,0
20,0,5,0.1713798345173157,1,0
25,1,10,0.12276722866067225,0,0
38,2,11,0.29492121178856134,1,0
15,1,4,0.4334793753024807,1,0
42,0,4,0.45513905536156174,0,0
28,0,12,0.3205603277113793,1,0
24,0,6,0.2238584531632388,0,0
23,2,8,0.17919939708674712,1,0
32,1,7,0.19059284215785502,0,0
16,2,13,0.11896832867947885,1,0
31,2,5,0.31181091286372187,0,0
31,1,4,0.45333807129167303,1,0
14,2,6,0.42437265849829375,0,0
34,2,11,0.18136517442515743,1,0
16,0,12,0.3901898453240389,0,0
12,1,13,0.13073313579323612,0,0
48,2,10,0.3247417875615243,0,0
32,1,11,0.23654347584706892,1,0
35,0,4,0.3984880155400653,0,0
38,1,6,0.13143491717856026,1,0
40,2,11,0.12069837309637271,1,0
11,1,4,0.1575475598775381,0,0
38,0,6,0.4488028970000274,0,0
43,2,14,0.32032867240356,0,0
42,1,11,0.3971622765292193,0,0
21,1,11,0.21426443370977477,1,0
15,1,8,0.37221890197603347,0,0
21,0,3,0.3638128179541603,0,0
33,0,13,0.4624049766179562,1,0
10,0,9,0.17295392046659452,0,0
19,0,11,0.35967156223861074,0,0
46,0,5,0.2932036761094562,0,0
16,2,3,0.1333624895450583,0,0
41,1,5,0.4373146320741734,1,0
37,0,10,0.3580800938801544,0,0
41,0,12,0.3033815784284449,1,0
25,2,11,0.2796702530404447,0,0
20,0,7,0.29850746186053684,0,0
49,2,10,0.33377022198301814,0,0
22,2,11,0.1396907660950023,0,0
43,1,4,0.18890592135716583,1,0
37,1,9,0.28832135989497076,0,0
33,2,13,0.21022192939532727,0,0
12,0,9,0.16426242931852786,0,0
38,0,8,0.4134120938516562,0,0
44,1,3,0.4255427732463585,1,0
30,1,14,0.48858861039323154,1,0
19,0,4,0.1659838409057217,0,0
38,1,9,0.4289136019753924,1,0
43,0,8,0.20670189711754483,1,0
40,2,10,0.2719921584007924,1,0
10,2,12,0.24516878849469548,0,0
28,2,10,0.4501638480811675,0,0
10,0,3,0.2569775070465035,0,0
22,1,14,0.432998153558364,0,0
37,1,7,0.14303240338869153,0,0
44,2,14,0.14267587286576952,1,0
39,0,4,0.33772349314392947,0,0
13,2,12,0.12200674338852774,0,0
36,1,9,0.1388619769772329,0,0
34,0,6,0.19605660511133052,1,0
15,0,10,0.2480948741023149,1,0
20,1,5,0.30144226858947576,1,0
20,1,7,0.281893584829891,1,0
49,1,10,0.27845103016909833,1,0
47,2,7,0.1387717298392227,0,0
17,0,4,0.4865345706991526,1,0
39,1,9,0.1892291889425297,0,0
18,2,12,0.21395012523579704,0,0
12,2,12,0.4444716128122732,1,0
22,0,5,0.3326782454831317,1,0
26,2,3,0.2501689753260526,1,0
45,2,3,0.22710095146178622,1,0
29,2,6,0.22023079824441855,0,0
20,0,6,0.34763532573338135,1,0
48,1,5,0.34005633740321706,1,0
35,2,9,0.1822374599758405,0,0
15,0,4,0.44853054527164926,1,0
10,0,5,0.14901638333869213,1,0
47,1,7,0.1423809394189497,0,0
42,0,12,0.36566424915033435,1,0
29,0,14,0.38498469054317597,1,0
41,2,8,0.26896663249039854,1,0
35,2,10,0.4605806340260129,1,0
34,1,14,0.10139248743457174,0,0
17,1,3,0.13525957335041894,1,0
18,2,5,0.12350413720624626,0,0
45,1,7,0.26431036820420295,0,0
43,0,11,0.4930623752025719,1,0
42,2,6,0.4550228712043948,1,0
39,0,9,0.3155738830867826,0,0
34,1,13,0.1822571069486163,1,0
46,2,3,0.16235741287823588,1,0
17,2,8,0.26850086178843724,0,0
10,0,13,0.31567589164271787,1,0
17,2,14,0.3387243771363524,0,0
44,1,8,0.4516111641881785,1,0
46,1,4,0.4648480317634752,1,0
48,1,4,0.2538853663129159,0,0
23,2,8,0.1171754377804331,0,0
17,1,12,0.4601248846900089,1,0
33,0,10,0.1779934397137964,0,0
11,0,9,0.4537498328354499,0,0
31,2,10,0.4651718923831464,1,0
40,1,14,0.13047097642162458,0,0
18,1,8,0.28979329427938094,1,0
38,0,12,0.13296627872232342,0,0
33,0,9,0.2880317819695269,0,0
43,0,7,0.46909028996709656,1,0
25,0,12,0.23339452789181192,1,0
35,0,6,0.16945147656160392,0,0
26,2,5,0.2585881685051357,0,0
42,1,5,0.19556443438196963,1,0
36,1,8,0.14937009983209656,1,0
19,0,11,0.4850596607935648,0,0
13,2,14,0.40049228976611817,0,0
21,0,5,0.48071083671679304,1,0
28,0,4,0.240470746152559,1,0
15,1,13,0.23101022364698612,0,0
11,2,3,0.2718491210518986,1,0
32,1,11,0.45849336916586825,1,0
21,0,14,0.4115172696759657,0,0
38,0,4,0.27122931673936695,1,0
44,2,12,0.17258460383010876,1,0
11,1,14,0.2141341742722781,0,0
11,0,9,0.4810724280451689,0,0
31,0,9,0.42690191458433124,0,0
26,0,3,0.28547649211251747,0,0
36,2,14,0.2319946285247145,1,0
12,2,5,0.3479602223026709,0,0
38,2,3,0.11953043750247834,0,0
25,0,5,0.228135283005097,0,0
40,1,5,0.42462015500182626,1,0
11,1,6,0.278388653368671,1,0
25,2,10,0.46198221045055987,0,0
32,1,8,0.17571234261097635,1,0
41,2,9,0.4292031796166832,1,0
24,2,9,0.49291342501238544,0,0
45,1,8,0.49585885218494286,0,0
19,2,5,0.2620438260600557,1,0
36,1,5,0.22538055620075143,0,0
21,1,3,0.2057707136373771,0,0
22,0,3,0.39664244892635314,1,0
27,0,9,0.4250892468120887,0,0
31,0,9,0.2766574236571662,1,0
42,1,14,0.3292725571498517,1,0
47,0,13,0.3040550412822326,0,0
49,2,12,0.47784965760920994,0,0
39,1,9,0.2590752585102401,0,0
41,2,10,0.33528432542730463,0,0
40,1,3,0.4135962123590976,1,0
37,0,14,0.19929251370321072,0,0
10,0,10,0.4786306700290228,0,0
14,1,12,0.2327619901616882,1,0
49,2,9,0.2725707502643631,1,0
22,1,14,0.45994166128021496,0,0
30,0,9,0.42614017955589334,1,0
31,0,5,0.1283032258781062,1,0
44,0,14,0.23480648002748367,0,0
21,0,3,0.3736658822031651,0,0
10,2,11,0.15581811306063864,0,0
38,2,14,0.2166581815086971,1,0
48,0,13,0.10295684047556591,0,0
27,0,8,0.2925156294061273,0,0
23,2,13,0.3093860293421449,0,0
26,2,13,0.49851845735875167,1,0
21,0,11,0.34218919716861074,1,0
18,0,7,0.24976414913404288,0,0
49,2,10,0.43060895504314634,0,0
10,2,13,0.2950823592657851,0,0
20,1,5,0.32412520391404853,0,0
11,0,11,0.2304581868442564,1,0
27,2,3,0.20184020695748559,0,0
38,1,5,0.2890302617723436,1,0
33,2,14,0.34373535868306254,1,0
34,0,14,0.41996601013765833,0,0
49,2,13,0.17925209371791584,1,0
37,2,9,0.18287501417457339,1,0
36,0,4,0.14837476602391975,1,0
48,2,9,0.25770291715076327,1,0
35,0,11,0.32316813751851187,0,0
30,0,4,0.18894446014894717,1,0
30,0,4,0.3093498316771346,1,0
46,1,4,0.3335465252580403,1,0
42,1,5,0.31599572169856405,1,0
23,1,12,0.4921598912743823,0,0
10,0,4,0.1383794212036063,0,0
39,1,6,0.3607087690008298,1,0
42,2,7,0.19572807618873986,1,0
24,2,10,0.18245252606918957,0,0
10,2,8,0.17385439925717167,0,0
44,0,11,0.4812401832459534,1,0
34,1,8,0.3202544331868934,0,0
18,1,11,0.4936281399780955,1,0
40,2,13,0.491159283686348,0,0
19,0,5,0.13071760825325884,1,0
19,2,3,0.17012573804524816,1,0
13,2,14,0.1718258856598251,1,0
37,2,11,0.11477167503123664,1,0
43,1,6,0.24647706491281873,0,0
45,1,13,0.43757178720857026,1,0
16,0,5,0.4409243468579701,1,0
39,0,3,0.29587618974524343,1,0
32,2,7,0.20733450890270497,0,0
34,2,9,0.43465282348478884,0,0
14,1,4,0.21494867313554758,1,0
24,2,6,0.20700049055722866,0,0
14,0,6,0.48614648102077906,1,0
35,0,14,0.37465688208119763,1,0
20,2,7,0.3653856086301409,1,0
25,0,8,0.3687439081477104,1,0
13,0,3,0.20444139670254038,1,0
20,1,8,0.20920082949138719,1,0
16,0,12,0.3129045272266069,0,0
49,1,12,0.1617898672006003,1,0
17,0,9,0.24091268329710017,0,0
15,1,12,0.30236427099133056,1,0
17,2,5,0.3925236947103671,1,0
13,0,10,0.15033274967695967,1,0
49,2,14,0.4815744564203762,1,0
22,0,3,0.12332732433294745,1,0
22,1,4,0.24205141475810327,1,0
37,1,8,0.14886882499796972,0,0
42,1,5,0.2217390434460439,1,0
18,0,10,0.4473853798745696,1,0
17,0,3,0.19040789260383734,1,0
39,2,13,0.4416483749636081,0,0
10,2,10,0.48809212630822774,1,0
13,0,9,0.19147780352367524,1,0
39,0,6,0.2405241560239426,1,0
20,1,3,0.38115489757250465,0,0
41,2,4,0.20446854918502821,1,0
28,1,13,0.1636304008382962,1,0
18,0,12,0.3534250232545274,0,0
17,2,8,0.28103587076413417,0,0
36,1,3,0.4455499845410583,0,0
28,2,7,0.1603661326464304,0,0
27,0,12,0.45388131380886654,0,0
37,0,14,0.27180399124653254,0,0
20,1,4,0.3218071641444272,1,0
15,2,14,0.14676954461728894,0,0
49,2,11,0.43997320239686766,0,0
26,0,3,0.1610057399603337,1,0
23,0,11,0.24236130671670947,0,0
34,0,4,0.23310628988974963,0,0
21,2,7,0.2939622876145392,0,0
27,1,11,0.22800222461764902,1,0
21,0,6,0.2638504450707235,0,0
20,2,3,0.3958513282542727,0,0
12,2,5,0.21675614587692596,0,0
34,2,11,0.20946935838782754,0,0
27,0,5,0.1761090383954682,0,0
13,1,7,0.4597058993270069,0,0
16,2,8,0.45538995220987244,1,0
12,1,4,0.2935114718214221,0,0
11,2,3,0.27647149411892374,1,0
15,0,8,0.13777993257189586,1,0
26,2,3,0.24098445652377729,0,0
16,2,6,0.32822252531456786,0,0
40,1,4,0.20894871029041454,0,0
45,0,5,0.2749400176202067,1,0
24,2,11,0.3604270039969999,0,0
47,1,13,0.3713877552533036,0,0
39,0,5,0.2494533769756056,1,0
34,1,12,0.3095415033335337,1,0
49,1,13,0.3715338265301986,1,0
37,0,5,0.19072377893903952,0,0
48,0,11,0.27036565249401745,0,0
44,0,14,0.13706108751777504,0,0
38,2,6,0.47350460856733523,1,0
25,2,13,0.1541315340412419,0,0
31,0,5,0.17144059471096332,0,0
29,2,8,0.4021622518871848,1,0
41,1,7,0.42734303873836366,0,0
11,1,8,0.4035993888595236,0,0
27,2,13,0.1502999899700026,1,0
18,1,12,0.4908465099173793,1,0
13,1,4,0.34820964729828546,1,0
38,1,13,0.13246569669630592,0,0
34,2,5,0.4452723891552919,1,0
25,0,5,0.4094389491097187,0,0
21,1,5,0.30629898039097087,1,0
10,2,4,0.10726241697543087,1,0
38,1,5,0.4208260269306143,0,0
32,2,10,0.1022501763836866,0,0
46,1,10,0.28983686093826333,0,0
39,1,8,0.16215573526032348,0,0
42,0,6,0.351796084595587,1,0
14,0,13,0.16305608783955622,1,0
31,2,6,0.3347012837025739,0,0
41,2,12,0.1678317931455971,0,0
13,0,8,0.18478507878876546,1,0
24,1,10,0.14819545712381108,0,0
33,1,4,0.16943389401491088,1,0
35,2,4,0.2583484380204646,0,0
23,1,12,0.4159209356415199,0,0
24,2,3,0.3219740148270297,1,0
26,1,8,0.16770625172293274,0,0
45,2,10,0.11512729865696035,0,0
16,0,11,0.4115563235064167,1,0
26,1,5,0.43920189002272014,1,0
30,0,10,0.41991610986701877,0,0
49,0,10,0.11204301570893548,0,0
41,0,10,0.2605757220388347,1,0
27,2,6,0.4241273382728936,0,0
45,0,7,0.36503558807125336,1,0
47,0,11,0.4429574055447282,1,0
37,2,11,0.18499493498812714,0,0
49,2,14,0.4427660001108058,1,0
10,2,9,0.11382665656396217,1,0
43,1,14,0.34006775991025384,0,0
27,0,14,0.10629654617947742,1,0
21,2,4,0.43158370701315485,1,0
44,1,5,0.14090417143290812,0,0
10,2,14,0.4262615272386011,1,0
41,2,14,0.15040100482078397,1,0
41,2,13,0.3805968670315748,1,0
26,1,8,0.1983167082608627,1,0
40,1,11,0.401692474906882,1,0
41,1,6,0.25939867919641135,1,0
33,1,7,0.1787759652193863,0,0
26,1,12,0.2766198111417611,1,0
35,1,12,0.3715705893786112,0,0
30,0,6,0.12895262945779584,1,0
27,2,8,0.3425657919143612,0,0
13,0,12,0.4388256323469213,0,0
41,0,6,0.48082594997756656,0,0
33,0,6,0.17332789362482165,1,0
27,0,4,0.14047139890216565,1,0
12,2,9,0.44382682709602095,1,0
21,1,7,0.24665344504006625,1,0
33,0,9,0.4623323549702809,1,0
11,2,3,0.49039772930075387,1,0
28,2,3,0.1703237228922213,0,0
27,0,11,0.21934201796549388,1,0
33,1,14,0.44206752499931223,0,0
30,1,11,0.36057021888990437,1,0
38,1,14,0.14625519833903994,1,0
10,2,8,0.14889343749815867,1,0
13,1,9,0.28955488681658403,1,0
37,2,13,0.1073051358537553,1,0
49,1,3,0.21671579845931227,0,0
18,0,11,0.4180441362106164,1,0
32,0,7,0.2044921382804192,0,0
32,0,13,0.14078754664783763,0,0
48,0,9,0.26741022096708644,0,0
12,0,3,0.4317998626965799,0,0
21,0,10,0.47193086694435127,1,0
42,1,9,0.3586543516403775,1,0
31,1,7,0.32680565243550663,1,0
42,2,12,0.1895280807479654,1,0
42,2,11,0.2815851297279771,0,0
17,2,12,0.2540128513477896,0,0
11,2,14,0.10233988169782333,1,0
35,0,13,0.28023944095544806,0,0
41,2,3,0.1111439129008351,1,0
20,2,4,0.4519762135651363,1,0
21,0,13,0.1024954258711003,0,0
30,1,14,0.3695508687472562,0,0
27,1,4,0.43674992662574386,1,0
28,2,4,0.26807587970208624,0,0
23,0,13,0.1610433721189097,1,0
32,2,4,0.42173588121422123,0,0
22,1,5,0.20352281447226678,0,0
32,1,9,0.2602377348042886,0,0
36,1,8,0.4130293304521502,0,0
41,2,7,0.18826995621200698,0,0
10,1,8,0.2666442297881822,1,0
49,2,5,0.41106545312154064,1,0
16,0,7,0.28411404158163434,1,0
34,0,9,0.38004843564163737,0,0
17,2,14,0.12715252365822668,0,0
17,0,11,0.43545007325369467,0,0
13,1,9,0.3547236091960144,0,0
44,2,6,0.2734370953068788,1,0
26,0,4,0.2641249739997203,0,0
10,0,11,0.3592598517812614,1,0
38,2,11,0.1976977644380473,1,0
39,0,11,0.2808391488544265,0,0
23,2,6,0.24995641598598495,1,0
34,0,3,0.4388609309544699,1,0
19,0,11,0.3091523512409103,0,0
30,0,10,0.39230214131140506,0,0
24,1,3,0.4465409157535867,0,0
41,2,14,0.14095079348050601,1,0
35,2,8,0.30828614782724856,0,0
27,0,14,0.3727989155124115,0,0
38,0,14,0.3802313266861652,0,0
26,1,7,0.3013294231658057,1,0
37,0,7,0.21137068063350536,0,0
48,0,14,0.379856856392635,0,0
19,2,9,0.2737359382095746,1,0
33,2,9,0.49635682841871853,1,0
40,1,14,0.2550361940609327,0,0
31,1,4,0.14313593544110892,0,0
41,0,12,0.24852880843683783,0,0
17,2,5,0.3759600642163733,0,0
41,2,7,0.25742378090310014,1,0
43,2,10,0.3512609688918158,0,0
24,2,13,0.31843983080802507,0,0
18,0,3,0.10345825131803493,0,0
14,2,13,0.3442256135876033,1,0
40,1,11,0.1334922427015394,0,0
28,1,3,0.45540813740940733,1,0
22,0,11,0.22477534098845042,1,0
12,0,9,0.34442189999456696,1,0
14,2,11,0.15849563177300363,0,0
11,2,9,0.1334865336674469,0,0
26,1,6,0.4174008735213367,0,0
44,0,13,0.11428587292223416,1,0
49,1,8,0.4491358582933944,1,0
41,0,6,0.34342004267808274,1,0
15,1,4,0.2960844370875682,0,0
39,0,5,0.3686326798320072,1,0
18,2,13,0.3452784233644529,0,0
48,1,10,0.1269075679458972,0,0
23,0,10,0.21796868365373223,0,0
18,1,14,0.2382555227447355,1,0
45,1,11,0.4423577512857686,1,0
37,2,7,0.21962055726793267,1,0
24,2,11,0.46682672780390544,0,0
36,1,14,0.21082192552929754,0,0
45,0,3,0.3828375704443203,0,0
13,0,4,0.19327033340071217,1,0
13,2,14,0.36045108035657825,0,0
20,1,6,0.4801524689168779,0,0
47,0,12,0.15679640044255316,1,0
22,2,11,0.28194214788605054,1,0
18,0,12,0.4429864656508523,0,0
28,0,8,0.19187987674537116,0,0
34,0,6,0.3945437641730899,1,0
33,2,10,0.49887570305419604,1,0
30,2,4,0.24734051875645388,1,0
32,0,13,0.4641729873164806,1,0
26,1,6,0.4889183060779545,0,0
39,1,10,0.42102176083071907,0,0
29,0,8,0.17598786819126466,1,0
36,2,13,0.24893120167362126,0,0
41,0,6,0.1479978070974001,0,0
31,2,3,0.4254845051947368,1,0
43,2,13,0.13658333568154193,0,0
34,0,5,0.23995677014187142,1,0
33,0,7,0.39706490032630326,1,0
41,2,6,0.4522299253755634,0,0
32,2,14,0.20092118170919313,0,0
29,0,10,0.1961941085776737,1,0
27,2,6,0.11337231052097635,1,0
43,1,11,0.281483502860031,0,0
45,2,6,0.33741752935405117,1,0
47,1,5,0.28931449392856623,0,0
33,1,7,0.34814516253894,0,0
22,1,6,0.1264256720486181,0,0
23,2,12,0.25928247854655284,0,0
21,0,3,0.17476561378810318,1,0
14,2,12,0.48628376119037553,0,0
18,2,12,0.35496400694737507,0,0
27,0,5,0.3116985817577719,1,0
26,2,12,0.23037445394499817,0,0
27,0,9,0.2976933858298445,0,0
17,2,3,0.2600135191392504,0,0
46,2,9,0.13972418530817673,1,0
46,0,6,0.45468914591648213,1,0
11,0,11,0.40291883554564445,1,0
32,0,10,0.35323264289060996,1,0
35,2,14,0.145089812441886,0,0
29,2,9,0.2338725472305927,0,0
19,0,7,0.15439928952568505,0,0
49,1,11,0.38256668396939375,1,0
23,2,10,0.12561401492035063,0,0
43,2,9,0.20506876386204104,0,0
26,2,12,0.1703680966945088,1,0
24,0,3,0.37306375277622494,0,0
24,1,9,0.45488093617061764,0,0
43,2,12,0.2154819278748034,1,0
41,0,7,0.33509686509398057,0,0
21,2,9,0.44640282755438476,0,0
17,1,13,0.1794339941821091,1,0
39,1,10,0.41839305970060925,1,0
26,1,3,0.4718784307202992,1,0
45,1,9,0.4883747002181569,0,0
14,2,9,0.27856836891206205,1,0
34,2,10,0.29647449816870625,1,0
48,0,10,0.24171294306461852,0,0
45,1,13,0.4766207880547809,0,0
30,0,11,0.34069865112325526,0,0
39,2,14,0.279343128639881,0,0
48,2,3,0.3821606387871549,0,0
27,2,4,0.4806255634118687,0,0
27,2,10,0.3757606851202261,1,0
23,2,4,0.33101595444534354,1,0
43,1,13,0.39474596604137213,1,0
17,2,9,0.2928802536685514,1,0
47,1,14,0.19987757435556874,0,0
48,0,3,0.32740756269515675,1,0
34,1,10,0.14465005922113555,0,0
13,2,7,0.24080976006613297,1,0
26,0,6,0.32719329806376757,1,0
18,0,9,0.3288625430443622,0,0
34,0,5,0.48751397664188745,0,0
40,1,11,0.17634108179012276,1,0
27,2,3,0.3063994894107219,1,0
27,2,8,0.1448238076829659,0,0
22,0,13,0.4981955090625507,1,0
37,0,8,0.3922845049772653,1,0
